1	1	4.21327316389211
1	2	1.2378881423407717
1	3	1.117782619425625
1	4	1.3684035866563038
1	5	1.544193828632816
1	6	0.44833916445901234
1	7	3.2811607098152735
1	8	4.782403904955949
1	9	3.3365019342498963
1	10	3.6843694653845223
2	1	4.47579773216138
2	2	0.4532991673798309
2	3	1.4722795064539718
2	4	1.2871401992729392
2	5	1.5232973275565997
2	6	2.971573532150138
2	7	4.322682436230049
2	8	0.874402995823429
2	9	2.4886856568759557
2	10	4.389111070745697
3	1	2.61452335075345
3	2	3.9752408015806218
3	3	2.954207697190832
3	4	1.0733326084586898
3	5	0.39217231423249066
3	6	1.6792303541437197
3	7	0.7237804749266397
3	8	3.26326823233245
3	9	1.6382773085715296
3	10	1.0463933791210374
4	1	3.02991209359154
4	2	3.695515965962379
4	3	3.1412291513225887
4	4	4.0877809730737065
4	5	4.4799324124326825
4	6	1.4971388798520087
4	7	3.752954490601854
4	8	1.9712642780247691
4	9	0.17467205165640431
4	10	0.6529032991970402
5	1	4.267536486103089
5	2	3.733078131375856
5	3	1.6602653029325691
5	4	3.745864929022596
5	5	0.7693262798059924
5	6	1.1828931710743673
5	7	3.6325386912269817
5	8	1.343158177285405
5	9	2.4486230302382728
5	10	4.8786672469360095
6	1	1.6034922119925548
6	2	0.35294603309904526
6	3	2.563664193054731
6	4	0.017254001545513042
6	5	0.06066118707093615
6	6	0.9138443692105541
6	7	3.439580431210161
6	8	0.8377228284524013
6	9	2.0026936416803336
6	10	0.8947263372584896
7	1	3.138136022014304
7	2	2.666571581564874
7	3	4.118261524787378
7	4	4.880674852422187
7	5	2.7064875512162647
7	6	2.04748886452584
7	7	2.2904654336531785
7	8	0.5999443092348572
7	9	3.718859092599655
7	10	2.4930505702502117
8	1	4.555182298168848
8	2	0.10714956414561772
8	3	1.161945600960329
8	4	1.2717107258343474
8	5	3.1193426141666674
8	6	0.6794987346530673
8	7	1.5830195359135897
8	8	1.3006739480537637
8	9	3.5539137261334828
8	10	1.3057392399885737
9	1	0.819132211004287
9	2	1.6537138434813614
9	3	2.8164059644772217
9	4	4.851588603500258
9	5	4.556462235386164
9	6	0.4127261852054409
9	7	3.329005042886064
9	8	3.470770467893111
9	9	3.4307794872380226
9	10	4.592785711831757
10	1	2.9409758090581146
10	2	0.5973824721294257
10	3	2.373158145111878
10	4	3.652697736389119
10	5	0.237768562836968
10	6	1.903168519716767
10	7	1.4294821587312923
10	8	0.6665168142009331
10	9	1.3243017050002326
10	10	4.932374468439268
11	1	2.3379559165261194
11	2	3.576227065376946
11	3	2.9061804190977263
11	4	2.7372150628941343
11	5	1.7357432114573061
11	6	3.07175817455121
11	7	2.22015189171791
11	8	0.728581965832068
11	9	2.9840227030261595
11	10	3.5517370180194714
12	1	2.123886090817688
12	2	3.129475489070713
12	3	4.250162557358767
12	4	4.306850127732402
12	5	4.4452104765259435
12	6	0.8727420563405058
12	7	0.6663814894601
12	8	4.5374207414881225
12	9	1.5122157240088863
12	10	1.5200532974363623
13	1	3.09617445586523
13	2	3.067779527133074
13	3	4.638188115106169
13	4	3.795662705342004
13	5	0.2829509709290551
13	6	1.6522342289381635
13	7	4.2191160572719895
13	8	4.626327424490196
13	9	4.92974098821903
13	10	4.580921733165776
14	1	4.016551964508429
14	2	0.1578853829753607
14	3	2.5644940984801625
14	4	1.8885511717763959
14	5	2.1449056334510725
14	6	4.079328356089421
14	7	4.882407189959926
14	8	3.8450229250721533
14	9	3.2597813010036782
14	10	1.7268140488499113
15	1	1.624881353388627
15	2	0.5641372359546459
15	3	0.452757910708822
15	4	1.8629102918713696
15	5	1.9541242851089358
15	6	2.505079563758942
15	7	1.3980561823088478
15	8	4.730468738025172
15	9	2.7130753518941146
15	10	0.36109881117394327
16	1	1.367820406913114
16	2	4.965874117567034
16	3	1.9222474097124853
16	4	1.330770808921073
16	5	0.8352836466032004
16	6	1.2230182150692837
16	7	1.3582427303309996
16	8	3.0494634611791422
16	9	2.51887564566658
16	10	0.9071993121121269
17	1	2.0831131879531513
17	2	1.5221011279448426
17	3	1.8853687160970827
17	4	3.247248938345826
17	5	1.3494003222997115
17	6	0.2430477573282458
17	7	1.3264489458791473
17	8	2.0445391352920534
17	9	3.3926052248687477
17	10	4.314907819513165
18	1	1.4506365229650198
18	2	0.829126105188922
18	3	0.24100042297869606
18	4	0.7852693883400536
18	5	3.1912707231132247
18	6	2.8261364405158345
18	7	1.8221118730576773
18	8	4.608890875670397
18	9	1.7213111490234712
18	10	1.0896037593458892
19	1	2.325862785523584
19	2	3.612558744116659
19	3	2.486999126912484
19	4	0.39631673088246056
19	5	1.9962834805955076
19	6	0.5908209856029245
19	7	1.024958651805154
19	8	2.0088388745305794
19	9	0.2668588524582388
19	10	1.1930272018205397
20	1	1.611109229480684
20	2	0.21471315817861492
20	3	2.4289951539213344
20	4	2.5755823225820427
20	5	0.20479863906446072
20	6	0.6279670287660211
20	7	2.8287549356817046
20	8	4.888048392436949
20	9	4.597854403656978
20	10	4.599381610340244
